Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2013;;;;;;;;;;;;;;;;;;;;;;;;;;;
France métropolitaine - Communes ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mise en ligne le 10/10/2016       Découpage géographique au 01/01/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;
©Insee       Sources : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.;;;;;;;;;;;;;;;;;;;;;;;;;;;
Code géographique;Libellé géographique;Nombre de ménages fiscaux;Nombre de personnes dans les ménages fiscaux;Médiane du niveau vie;Part des ménages fiscaux imposés;Taux de pauvreté-Ensemble;Taux de pauvreté-moins de 30 ans;Taux de pauvreté-30 à 39 ans ;Taux de pauvreté-40 à 49 ans;Taux de pauvreté-50 à 59 ans;Taux de pauvreté-60 à 74 ans;Taux de pauvreté-75 ans ou plus;Taux de pauvreté-propriétaires;Taux de pauvreté-locataires;Part des revenus d'activité;dont part des salaires, traitements ou chômage;dont part des revenus d'activités non salariées;Part des pensions, retraites et rentes;Part des revenus du patrimoine et autres revenus;Part de l'ensemble des prestations sociales;dont part des prestations familiales;dont part des minima sociaux;dont part des prestations logement;Part des impôts;Rapport inter-décile 9e décile/1er decile;1er décile du niveau de vie;9e décile du niveau de vie
CODGEO;LIBGEO;NBMENFISC13;NBPERSMENFISC13;MED13;PIMP13;TP6013;TP60AGE113;TP60AGE213;TP60AGE313;TP60AGE413;TP60AGE513;TP60AGE613;TP60TOL113;TP60TOL213;PRA13;PTSAC13;PBEN13;PPEN13;PPAT13;PPSOC13;PPFAM13;PPMINI13;PPLOGT13;PIMPOT13;RD13;D113;D913
01203;Laiz;469;1245,5;21579,2;;;;;;;;;;;;;;;;;;;;;;;
01204;Lalleyriat;91;254,0;19953,7;;;;;;;;;;;;;;;;;;;;;;;
01205;Lancrans;412;1000,5;22210,4;;;;;;;;;;;;;;;;;;;;;;;
01206;Lantenay;107;265,0;23616,7;;;;;;;;;;;;;;;;;;;;;;;
01207;Lapeyrouse;114;322,0;23674,2;;;;;;;;;;;;;;;;;;;;;;;
01208;Lavours;66;151,5;19680,4;;;;;;;;;;;;;;;;;;;;;;;
01209;Léaz;250;642,5;27290,0;;;;;;;;;;;;;;;;;;;;;;;
01210;Lélex;91;191,0;22883,3;;;;;;;;;;;;;;;;;;;;;;;
01211;Lent;570;1393,5;21551,0;;;;;;;;;;;;;;;;;;;;;;;
01212;Lescheroux;290;703,5;19551,5;;;;;;;;;;;;;;;;;;;;;;;
01213;Leyment;466;1282,5;21497,6;;;;;;;;;;;;;;;;;;;;;;;
01214;Leyssard;68;150,0;20486,0;;;;;;;;;;;;;;;;;;;;;;;
01215;Lhôpital;;;;;;;;;;;;;;;;;;;;;;;;;;
01216;Lhuis;357;823,0;19945,5;;;;;;;;;;;;;;;;;;;;;;;
01218;Lochieu;;;;;;;;;;;;;;;;;;;;;;;;;;
01219;Lompnas;77;167,5;17723,3;;;;;;;;;;;;;;;;;;;;;;;
01221;Lompnieu;56;115,0;20398,0;;;;;;;;;;;;;;;;;;;;;;;
01224;Loyettes;1161;3111,5;20638,9;57,5;9,9;;;;;;;;;81,6;77,8;3,8;20,1;7,7;5,4;3,7;0,7;0,9;-14,8;2,7;12143,5;32261,9
01225;Lurcy;146;407,0;24268,2;;;;;;;;;;;;;;;;;;;;;;;
01227;Magnieu;184;435,0;22168,3;;;;;;;;;;;;;;;;;;;;;;;
01228;Maillat;256;653,0;21884,3;;;;;;;;;;;;;;;;;;;;;;;
01229;Malafretaz;438;1112,5;21033,3;;;;;;;;;;;;;;;;;;;;;;;
01230;Mantenay-Montlin;130;317,5;18390,7;;;;;;;;;;;;;;;;;;;;;;;
01231;Manziat;778;2004,5;20779,0;61,3;;;;;;;;;;73,2;66,8;6,4;25,8;13,9;3,4;2,5;0,3;0,7;-16,3;2,6;13257,3;34507,0
01232;Marboz;912;2164,5;20095,2;59,6;;;;;;;;;;69,6;65,7;3,9;30,2;11,6;4,0;2,4;0,8;0,8;-15,4;2,8;12701,3;35574,3
01233;Marchamp;61;141,0;20239,0;;;;;;;;;;;;;;;;;;;;;;;
01234;Marignieu;72;165,0;20436,7;;;;;;;;;;;;;;;;;;;;;;;
01235;Marlieux;404;1035,0;20523,8;;;;;;;;;;;;;;;;;;;;;;;
01236;Marsonnas;394;992,0;20925,7;;;;;;;;;;;;;;;;;;;;;;;
01237;Martignat;597;1694,0;20184,4;;;;;;;;;;;;;;;;;;;;;;;
01238;Massieux;917;2560,0;24851,0;76,2;;;;;;;;;;81,3;76,7;4,6;24,1;9,7;2,6;2,0;0,3;0,3;-17,7;2,4;15894,8;38495,0
01239;Massignieu-de-Rives;245;626,0;21956,7;;;;;;;;;;;;;;;;;;;;;;;
01240;Matafelon-Granges;272;676,5;20787,6;;;;;;;;;;;;;;;;;;;;;;;
01241;Meillonnas;504;1226,0;23787,6;;;;;;;;;;;;;;;;;;;;;;;
01242;Mérignat;55;125,0;18790,8;;;;;;;;;;;;;;;;;;;;;;;
01243;Messimy-sur-Saône;464;1246,5;23687,1;;;;;;;;;;;;;;;;;;;;;;;
01244;Meximieux;3103;7470,0;21367,6;61,4;10,7;;;12,0;;;;;19,2;80,3;77,6;2,7;21,7;8,7;5,1;2,7;1,1;1,4;-15,8;3,0;11892,9;35840,6
01245;Bohas-Meyriat-Rignat;371;892,0;22302,2;;;;;;;;;;;;;;;;;;;;;;;
01246;Mézériat;841;2048,0;20759,5;58,7;10,4;;;;;;;;;69,6;64,3;5,3;29,1;11,1;5,0;2,7;1,1;1,1;-14,8;2,7;12005,6;32957,3
01247;Mijoux;146;340,5;24002,8;;;;;;;;;;;;;;;;;;;;;;;
01248;Mionnay;764;2175,0;25003,3;75,7;;;;;;;;;;89,3;83,0;6,3;17,3;9,1;2,6;1,9;0,3;0,4;-18,3;2,6;15481,0;40927,1
01249;Miribel;3690;8977,0;22710,7;67,7;8,1;;;9,9;;;;;15,8;79,4;75,4;4,0;23,5;10,4;3,9;2,1;0,8;1,0;-17,2;3,0;12825,0;38632,0
01250;Misérieux;636;1811,0;24702,1;;;;;;;;;;;;;;;;;;;;;;;
01252;Mogneneins;307;812,5;22132,0;;;;;;;;;;;;;;;;;;;;;;;
01254;Montagnat;737;1976,0;24586,2;;;;;;;;;;;;;;;;;;;;;;;
01255;Montagnieu;244;578,5;20468,8;;;;;;;;;;;;;;;;;;;;;;;
01257;Montanges;131;319,5;24725,2;;;;;;;;;;;;;;;;;;;;;;;
01258;Montceaux;423;1230,5;23115,6;;;;;;;;;;;;;;;;;;;;;;;
01259;Montcet;230;661,0;21736,4;;;;;;;;;;;;;;;;;;;;;;;
01260;Le Montellier;97;271,5;24580,0;;;;;;;;;;;;;;;;;;;;;;;
01261;Monthieux;223;634,0;24484,8;;;;;;;;;;;;;;;;;;;;;;;
01262;Montluel;2834;6994,0;20005,0;59,5;12,6;;14,8;13,4;;;;;24,0;79,0;75,3;3,7;22,3;8,7;5,5;2,9;1,2;1,4;-15,5;3,2;11241,9;35607,1
01263;Montmerle-sur-Saône;1531;3810,0;22007,7;66,9;6,8;;;;;;;;;75,5;70,9;4,6;27,0;11,1;3,6;2,4;0,6;0,6;-17,2;2,8;13334,5;37632,0
01264;Montracol;373;1001,0;21551,3;;;;;;;;;;;;;;;;;;;;;;;
01265;Montréal-la-Cluse;1450;3507,5;18042,5;51,6;17,7;;;22,0;;;;;24,4;73,5;71,3;2,2;25,2;8,8;6,5;3,1;1,5;1,9;-14,0;3,0;10110,3;30263,2
01266;Montrevel-en-Bresse;1070;2377,5;20097,3;57,5;;;;;;;;;;64,1;60,2;3,9;34,6;11,3;4,4;2,1;1,0;1,2;-14,4;2,5;12908,5;32058,0
01267;Nurieux-Volognat;405;1072,5;20963,8;;;;;;;;;;;;;;;;;;;;;;;
01268;Murs-et-Gélignieux;103;260,5;20582,0;;;;;;;;;;;;;;;;;;;;;;;
01269;Nantua;1437;3230,0;16359,6;49,1;24,9;;32,8;31,6;;;;;34,5;67,2;63,5;3,7;27,0;11,3;8,6;3,4;2,4;2,7;-14,1;3,2;9197,5;29684,5
01271;Nattages;236;587,5;23043,9;;;;;;;;;;;;;;;;;;;;;;;
01272;Neuville-les-Dames;617;1473,5;20780,7;;;;;;;;;;;;;;;;;;;;;;;
01273;Neuville-sur-Ain;662;1636,0;20431,9;;;;;;;;;;;;;;;;;;;;;;;
01274;Les Neyrolles;239;640,5;17742,2;;;;;;;;;;;;;;;;;;;;;;;
01275;Neyron;967;2490,5;26940,6;76,8;;;;;;;;;;81,2;73,1;8,1;22,3;17,7;2,0;1,4;0,2;0,4;-23,2;3,5;14917,2;52545,6
01276;Niévroz;532;1586,0;23438,7;;;;;;;;;;;;;;;;;;;;;;;
01277;Nivollet-Montgriffon;58;122,0;21407,6;;;;;;;;;;;;;;;;;;;;;;;
01279;Oncieu;;;;;;;;;;;;;;;;;;;;;;;;;;
01280;Ordonnaz;70;153,0;20596,1;;;;;;;;;;;;;;;;;;;;;;;
01281;Ornex;1371;3474,0;33760,0;52,7;14,5;;;;;;;12,0;18,5;87,9;85,5;2,4;17,9;9,7;1,6;0,7;0,5;0,4;-17,1;9,1;8160,0;74090,5
01282;Outriaz;101;262,0;22423,0;;;;;;;;;;;;;;;;;;;;;;;
01283;Oyonnax;9136;22332,5;16590,0;47,2;23,8;32,3;27,2;28,4;22,0;19,6;;8,5;33,8;68,4;65,4;3,0;27,9;9,8;8,5;3,7;2,2;2,6;-14,6;3,2;9183,8;29267,0
01284;Ozan;238;656,0;19513,6;;;;;;;;;;;;;;;;;;;;;;;
01285;Parcieux;421;1165,5;25576,8;;;;;;;;;;;;;;;;;;;;;;;
01286;Parves;151;392,5;23543,8;;;;;;;;;;;;;;;;;;;;;;;
01288;Péron;859;2207,5;34081,7;52,3;9,1;;;;;;;;;92,4;90,4;2,0;12,8;8,2;1,1;0,7;0,2;0,2;-14,5;5,5;12719,3;70121,4
01289;Péronnas;2590;5856,5;21632,0;67,5;6,9;;;;;;;;15,0;66,6;62,1;4,5;35,6;11,3;3,4;1,8;0,7;0,9;-16,9;2,8;13421,0;37898,0
01290;Pérouges;501;1227,5;25161,3;;;;;;;;;;;;;;;;;;;;;;;
01291;Perrex;329;844,0;20583,8;;;;;;;;;;;;;;;;;;;;;;;
01292;Le Petit-Abergement;56;137,0;22870,0;;;;;;;;;;;;;;;;;;;;;;;
01293;Peyriat;62;168,0;23657,1;;;;;;;;;;;;;;;;;;;;;;;
01294;Peyrieu;337;790,0;20582,1;;;;;;;;;;;;;;;;;;;;;;;
01295;Peyzieux-sur-Saône;210;644,5;21144,0;;;;;;;;;;;;;;;;;;;;;;;
01296;Pirajoux;159;379,5;19931,1;;;;;;;;;;;;;;;;;;;;;;;
01297;Pizay;262;756,0;23924,0;;;;;;;;;;;;;;;;;;;;;;;
01298;Plagne;51;117,5;28165,7;;;;;;;;;;;;;;;;;;;;;;;
01299;Le Plantay;175;470,5;22269,0;;;;;;;;;;;;;;;;;;;;;;;
01300;Le Poizat;170;420,0;23764,0;;;;;;;;;;;;;;;;;;;;;;;
01301;Polliat;1025;2494,0;22285,2;70,4;;;;;;;;;;74,5;68,6;5,9;28,5;10,6;3,0;2,1;0,4;0,6;-16,6;2,6;13932,0;36563,2
01302;Pollieu;73;168,0;23221,0;;;;;;;;;;;;;;;;;;;;;;;
01303;Poncin;725;1687,0;18981,3;;;;;;;;;;;;;;;;;;;;;;;
01304;Pont-d'Ain;1106;2698,5;20259,3;56,9;10,9;;;;;;;;;73,2;67,2;6,0;27,4;8,6;5,2;3,0;1,1;1,2;-14,4;2,7;11705,3;32169,3
01305;Pont-de-Vaux;1063;2078,5;18112,0;51,0;14,9;;;;;;;;22,7;63,5;57,8;5,7;32,8;12,4;6,0;2,2;1,6;2,1;-14,7;2,8;10826,7;30196,7
01306;Pont-de-Veyle;713;1471,0;18463,8;;;;;;;;;;;;;;;;;;;;;;;
01307;Port;354;836,5;20588,4;;;;;;;;;;;;;;;;;;;;;;;
01308;Pougny;297;734,5;33241,4;;;;;;;;;;;;;;;;;;;;;;;
01309;Pouillat;;;;;;;;;;;;;;;;;;;;;;;;;;
01310;Prémeyzel;54;136,5;21377,6;;;;;;;;;;;;;;;;;;;;;;;
01311;Prémillieu;;;;;;;;;;;;;;;;;;;;;;;;;;
01312;Pressiat;101;235,5;20849,0;;;;;;;;;;;;;;;;;;;;;;;
01313;Prévessin-Moëns;2601;6755,0;35836,2;52,8;14,6;;;16,2;21,6;;;12,0;18,4;89,2;86,6;2,6;16,3;10,3;1,2;0,6;0,3;0,4;-17,0;9,9;8558,3;85133,9
01314;Priay;632;1600,5;21861,7;;;;;;;;;;;;;;;;;;;;;;;
01316;Pugieu;65;156,0;21917,3;;;;;;;;;;;;;;;;;;;;;;;
01317;Ramasse;124;309,0;20638,3;;;;;;;;;;;;;;;;;;;;;;;
01318;Rancé;232;708,5;24260,8;;;;;;;;;;;;;;;;;;;;;;;
01319;Relevant;174;447,5;22046,0;;;;;;;;;;;;;;;;;;;;;;;
01320;Replonges;1477;3689,5;21846,7;66,1;6,7;;;;;;;;;72,2;68,7;3,5;27,3;12,1;3,8;2,4;0,6;0,7;-15,4;2,5;13496,0;34380,4
01321;Revonnas;330;922,0;24014,3;;;;;;;;;;;;;;;;;;;;;;;
01322;Reyrieux;1547;4340,5;25531,3;75,5;5,0;;;;;;;;;79,9;74,9;5,0;22,9;13,9;2,7;1,9;0,3;0,4;-19,4;3,0;14853,9;44145,3
01323;Reyssouze;381;953,5;20268,0;;;;;;;;;;;;;;;;;;;;;;;
01325;Rignieux-le-Franc;369;999,5;23826,1;;;;;;;;;;;;;;;;;;;;;;;
01328;Romans;175;480,5;21592,0;;;;;;;;;;;;;;;;;;;;;;;
01329;Rossillon;64;125,5;19080,7;;;;;;;;;;;;;;;;;;;;;;;
01330;Ruffieu;70;159,0;18573,2;;;;;;;;;;;;;;;;;;;;;;;
01331;Saint-Alban;67;168,5;18264,0;;;;;;;;;;;;;;;;;;;;;;;
01332;Saint-André-de-Bâgé;266;716,0;22006,7;;;;;;;;;;;;;;;;;;;;;;;
01333;Saint-André-de-Corcy;1192;3067,0;23963,3;69,7;;;;;;;;;;77,0;72,8;4,2;25,9;10,2;3,3;2,1;0,5;0,7;-16,4;2,7;14211,2;38104,2
01334;Saint-André-d'Huiriat;211;573,0;21349,0;;;;;;;;;;;;;;;;;;;;;;;
01335;Saint-André-le-Bouchoux;126;355,5;21276,7;;;;;;;;;;;;;;;;;;;;;;;
01336;Saint-André-sur-Vieux-Jonc;445;1117,5;20927,4;;;;;;;;;;;;;;;;;;;;;;;
01337;Saint-Bénigne;480;1218,5;20760,0;;;;;;;;;;;;;;;;;;;;;;;
01338;Saint-Benoît;333;834,0;20271,7;;;;;;;;;;;;;;;;;;;;;;;
01339;Saint-Bernard;515;1389,5;27522,9;;;;;;;;;;;;;;;;;;;;;;;
01340;Saint-Bois;48;109,0;22076,5;;;;;;;;;;;;;;;;;;;;;;;
01341;Saint-Champ;59;129,0;23012,2;;;;;;;;;;;;;;;;;;;;;;;
01342;Sainte-Croix;185;550,0;23835,5;;;;;;;;;;;;;;;;;;;;;;;
01343;Saint-Cyr-sur-Menthon;664;1779,5;21008,7;;;;;;;;;;;;;;;;;;;;;;;
01344;Saint-Denis-lès-Bourg;2358;5639,5;23322,4;72,3;5,9;;;;;;;;;68,6;63,7;4,9;33,9;12,2;3,0;1,7;0,6;0,7;-17,7;2,8;13860,5;38685,3
01345;Saint-Denis-en-Bugey;949;2294,5;20551,7;59,4;10,4;;;;;;;;;68,7;66,1;2,6;31,7;9,6;4,6;2,8;0,8;1,0;-14,6;2,8;11852,3;32940,7
01346;Saint-Didier-d'Aussiat;347;885,5;19616,0;;;;;;;;;;;;;;;;;;;;;;;
01347;Saint-Didier-de-Formans;678;1842,5;25685,7;;;;;;;;;;;;;;;;;;;;;;;
01348;Saint-Didier-sur-Chalaronne;1110;2688,5;20481,5;57,1;10,1;;;;;;;;;70,7;65,0;5,7;29,7;9,6;4,7;2,8;0,9;1,1;-14,7;2,7;12098,1;32344,0
01349;Saint-Éloi;172;454,5;25848,8;;;;;;;;;;;;;;;;;;;;;;;
01350;Saint-Étienne-du-Bois;1010;2452,0;20982,7;64,9;;;;;;;;;;71,1;67,6;3,5;29,8;11,5;3,5;2,3;0,5;0,7;-15,9;2,6;13371,9;34404,2
01351;Saint-Étienne-sur-Chalaronne;556;1523,5;19934,8;;;;;;;;;;;;;;;;;;;;;;;
01352;Saint-Étienne-sur-Reyssouze;216;543,0;19645,0;;;;;;;;;;;;;;;;;;;;;;;
01353;Sainte-Euphémie;565;1659,0;24433,5;;;;;;;;;;;;;;;;;;;;;;;
01354;Saint-Genis-Pouilly;3227;7976,0;27939,7;45,6;16,6;;17,0;17,8;18,1;;;11,9;22,0;85,9;83,6;2,3;18,5;9,1;2,4;1,0;0,6;0,7;-15,9;7,7;8715,2;66687,3
01355;Saint-Genis-sur-Menthon;191;477,5;21386,3;;;;;;;;;;;;;;;;;;;;;;;
01356;Saint-Georges-sur-Renon;73;223,5;21717,2;;;;;;;;;;;;;;;;;;;;;;;
01357;Saint-Germain-de-Joux;184;448,5;18609,3;;;;;;;;;;;;;;;;;;;;;;;
01358;Saint-Germain-les-Paroisses;173;443,5;20648,7;;;;;;;;;;;;;;;;;;;;;;;
01359;Saint-Germain-sur-Renon;91;230,0;24001,8;;;;;;;;;;;;;;;;;;;;;;;
01360;Saint-Jean-de-Gonville;560;1376,5;35272,0;;;;;;;;;;;;;;;;;;;;;;;
01361;Saint-Jean-de-Niost;535;1477,0;25276,7;;;;;;;;;;;;;;;;;;;;;;;
01362;Saint-Jean-de-Thurigneux;280;786,0;24908,9;;;;;;;;;;;;;;;;;;;;;;;
01363;Saint-Jean-le-Vieux;700;1647,5;21019,0;;;;;;;;;;;;;;;;;;;;;;;
01364;Saint-Jean-sur-Reyssouze;311;736,5;20650,8;;;;;;;;;;;;;;;;;;;;;;;
01365;Saint-Jean-sur-Veyle;439;1144,5;21038,7;;;;;;;;;;;;;;;;;;;;;;;
01366;Sainte-Julie;347;972,0;22048,9;;;;;;;;;;;;;;;;;;;;;;;
01367;Saint-Julien-sur-Reyssouze;281;668,5;19544,0;;;;;;;;;;;;;;;;;;;;;;;
01368;Saint-Julien-sur-Veyle;282;771,5;20772,9;;;;;;;;;;;;;;;;;;;;;;;
01369;Saint-Just;342;912,0;24300,0;;;;;;;;;;;;;;;;;;;;;;;
01370;Saint-Laurent-sur-Saône;894;1591,0;17647,0;;;;;;;;;;;;;;;;;;;;;;;
01371;Saint-Marcel;478;1312,5;21919,1;;;;;;;;;;;;;;;;;;;;;;;
01372;Saint-Martin-de-Bavel;170;426,5;21520,5;;;;;;;;;;;;;;;;;;;;;;;
01373;Saint-Martin-du-Frêne;409;1044,5;21022,5;;;;;;;;;;;;;;;;;;;;;;;
01374;Saint-Martin-du-Mont;710;1754,0;22216,2;;;;;;;;;;;;;;;;;;;;;;;
01375;Saint-Martin-le-Châtel;306;810,0;20890,0;;;;;;;;;;;;;;;;;;;;;;;
01376;Saint-Maurice-de-Beynost;1508;3799,5;20345,6;60,1;11,1;;;;;;;;21,4;74,9;70,0;4,9;25,8;9,8;5,1;2,6;1,2;1,2;-15,6;3,0;11573,3;34749,5
01378;Saint-Maurice-de-Gourdans;942;2542,0;24919,5;73,5;;;;;;;;;;85,3;78,7;6,6;18,7;11,0;2,8;2,2;0,3;0,3;-17,8;2,5;15549,5;38584,0
01379;Saint-Maurice-de-Rémens;280;756,5;19656,0;;;;;;;;;;;;;;;;;;;;;;;
01380;Saint-Nizier-le-Bouchoux;275;625,0;18993,3;;;;;;;;;;;;;;;;;;;;;;;
01381;Saint-Nizier-le-Désert;321;907,0;20229,0;;;;;;;;;;;;;;;;;;;;;;;
01382;Sainte-Olive;110;290,0;24264,8;;;;;;;;;;;;;;;;;;;;;;;
01383;Saint-Paul-de-Varax;569;1434,5;20174,0;;;;;;;;;;;;;;;;;;;;;;;
01384;Saint-Rambert-en-Bugey;964;2139,5;17572,0;45,3;19,7;;;;;;;;32,1;69,6;64,7;4,9;28,6;6,7;7,6;3,3;2,2;2,1;-12,5;2,9;9334,1;27371,0
01385;Saint-Rémy;401;1028,0;22866,0;;;;;;;;;;;;;;;;;;;;;;;
01386;Saint-Sorlin-en-Bugey;466;1124,0;24242,0;;;;;;;;;;;;;;;;;;;;;;;
01387;Saint-Sulpice;77;203,5;21233,3;;;;;;;;;;;;;;;;;;;;;;;
01388;Saint-Trivier-de-Courtes;448;920,5;18671,4;;;;;;;;;;;;;;;;;;;;;;;
01389;Saint-Trivier-sur-Moignans;681;1774,5;20584,5;;;;;;;;;;;;;;;;;;;;;;;
01390;Saint-Vulbas;373;951,5;22067,3;;;;;;;;;;;;;;;;;;;;;;;
01391;Salavre;130;287,0;22080,0;;;;;;;;;;;;;;;;;;;;;;;
01392;Samognat;252;705,5;22448,4;;;;;;;;;;;;;;;;;;;;;;;
01393;Sandrans;195;543,5;21708,9;;;;;;;;;;;;;;;;;;;;;;;
01396;Sault-Brénaz;443;1022,0;18210,7;;;;;;;;;;;;;;;;;;;;;;;
01397;Sauverny;375;944,0;36092,7;;;;;;;;;;;;;;;;;;;;;;;
01398;Savigneux;483;1302,0;22708,8;;;;;;;;;;;;;;;;;;;;;;;
01399;Ségny;652;1675,0;36587,8;;;;;;;;;;;;;;;;;;;;;;;
01400;Seillonnaz;62;151,0;19375,3;;;;;;;;;;;;;;;;;;;;;;;
01401;Sergy;699;1855,5;38509,5;;;;;;;;;;;;;;;;;;;;;;;
01402;Sermoyer;296;685,0;19063,9;;;;;;;;;;;;;;;;;;;;;;;
01403;Serrières-de-Briord;540;1260,0;19902,0;;;;;;;;;;;;;;;;;;;;;;;
01404;Serrières-sur-Ain;71;131,0;24565,6;;;;;;;;;;;;;;;;;;;;;;;
01405;Servas;423;1124,0;20328,8;;;;;;;;;;;;;;;;;;;;;;;
01406;Servignat;76;172,5;18148,0;;;;;;;;;;;;;;;;;;;;;;;
01407;Seyssel;425;935,0;20170,5;;;;;;;;;;;;;;;;;;;;;;;
01408;Simandre-sur-Suran;276;691,0;20362,1;;;;;;;;;;;;;;;;;;;;;;;
01409;Songieu;51;118,0;20345,8;;;;;;;;;;;;;;;;;;;;;;;
01410;Sonthonnax-la-Montagne;127;342,0;25296,5;;;;;;;;;;;;;;;;;;;;;;;
01411;Souclin;114;253,0;19506,0;;;;;;;;;;;;;;;;;;;;;;;
01412;Sulignat;218;585,5;22069,0;;;;;;;;;;;;;;;;;;;;;;;
01413;Surjoux;;;;;;;;;;;;;;;;;;;;;;;;;;
01414;Sutrieu;96;223,0;21404,7;;;;;;;;;;;;;;;;;;;;;;;
01415;Talissieu;199;403,0;20308,6;;;;;;;;;;;;;;;;;;;;;;;
01416;Tenay;441;979,0;17848,0;;;;;;;;;;;;;;;;;;;;;;;
01417;Thézillieu;144;313,0;19460,4;;;;;;;;;;;;;;;;;;;;;;;
01418;Thil;361;1077,5;26382,0;;;;;;;;;;;;;;;;;;;;;;;
01419;Thoiry;2056;5257,5;32700,7;52,2;14,4;;;17,1;;;;12,4;19,5;86,9;84,8;2,1;17,5;10,2;1,3;0,7;0,3;0,3;-15,9;8,8;8593,3;75688,4
01420;Thoissey;733;1451,5;17392,0;;;;;;;;;;;;;;;;;;;;;;;
01421;Torcieu;322;740,5;20493,3;;;;;;;;;;;;;;;;;;;;;;;
01422;Tossiat;539;1359,0;22722,4;;;;;;;;;;;;;;;;;;;;;;;
01423;Toussieux;300;866,5;24674,0;;;;;;;;;;;;;;;;;;;;;;;
01424;Tramoyes;609;1751,5;27558,6;;;;;;;;;;;;;;;;;;;;;;;
01425;La Tranclière;119;302,0;21930,8;;;;;;;;;;;;;;;;;;;;;;;
01426;Treffort-Cuisiat;920;2275,0;20926,5;60,5;;;;;;;;;;76,4;66,9;9,5;26,3;9,6;4,0;2,5;0,7;0,8;-16,3;2,6;13173,8;34438,0
01427;Trévoux;2683;6625,0;20763,9;61,5;12,0;;16,6;;;;;;21,6;80,1;75,7;4,4;22,1;8,6;5,4;2,8;1,1;1,5;-16,2;3,1;11420,0;35531,0
01428;Valeins;45;126,5;19735,3;;;;;;;;;;;;;;;;;;;;;;;
01429;Vandeins;245;672,0;20967,7;;;;;;;;;;;;;;;;;;;;;;;
01430;Varambon;218;515,5;21813,9;;;;;;;;;;;;;;;;;;;;;;;
01431;Vaux-en-Bugey;506;1229,0;21245,2;;;;;;;;;;;;;;;;;;;;;;;
01432;Verjon;121;265,5;21804,8;;;;;;;;;;;;;;;;;;;;;;;
01433;Vernoux;92;272,0;18720,5;;;;;;;;;;;;;;;;;;;;;;;
01434;Versailleux;145;397,5;21916,7;;;;;;;;;;;;;;;;;;;;;;;
01435;Versonnex;749;2037,5;32032,9;59,1;10,2;;;;;;;;;87,5;86,1;1,4;19,0;8,3;1,5;0,9;0,2;0,3;-16,3;5,8;11977,9;69690,4
01436;Vesancy;208;489,0;35332,0;;;;;;;;;;;;;;;;;;;;;;;
01437;Vescours;91;242,0;17691,0;;;;;;;;;;;;;;;;;;;;;;;
01439;Vésines;42;101,0;19544,0;;;;;;;;;;;;;;;;;;;;;;;
01441;Vieu-d'Izenave;268;707,5;19942,5;;;;;;;;;;;;;;;;;;;;;;;
01442;Vieu;162;359,5;22377,3;;;;;;;;;;;;;;;;;;;;;;;
01443;Villars-les-Dombes;1823;4292,5;21743,3;60,4;7,9;;;;;;;;14,7;75,6;73,3;2,3;26,2;9,6;3,9;2,2;0,7;1,0;-15,3;2,6;12965,3;34293,6
01444;Villebois;487;1155,5;20278,0;;;;;;;;;;;;;;;;;;;;;;;
01445;Villemotier;230;653,0;21386,7;;;;;;;;;;;;;;;;;;;;;;;
01446;Villeneuve;495;1407,5;22120,0;;;;;;;;;;;;;;;;;;;;;;;
01447;Villereversure;464;1143,5;20046,0;;;;;;;;;;;;;;;;;;;;;;;
01448;Villes;144;354,0;28353,7;;;;;;;;;;;;;;;;;;;;;;;
01449;Villette-sur-Ain;265;693,5;23435,0;;;;;;;;;;;;;;;;;;;;;;;
01450;Villieu-Loyes-Mollon;1288;3488,0;23136,0;68,7;6,2;;;;;;;;;82,4;75,2;7,2;21,8;9,6;3,3;2,5;0,4;0,5;-17,1;2,6;14410,0;37926,0
01451;Viriat;2496;6339,0;22052,9;70,2;7,6;;;;;;;;15,7;71,1;67,2;3,9;29,2;12,2;3,8;2,4;0,6;0,8;-16,3;2,8;13237,7;36835,3
01452;Virieu-le-Grand;477;1048,0;18173,0;;;;;;;;;;;;;;;;;;;;;;;
01453;Virieu-le-Petit;151;290,0;19219,5;;;;;;;;;;;;;;;;;;;;;;;
01454;Virignin;381;1013,0;19623,0;;;;;;;;;;;;;;;;;;;;;;;
01456;Vongnes;;;;;;;;;;;;;;;;;;;;;;;;;;
01457;Vonnas;1199;2894,0;19073,3;51,0;10,9;;;;;;;;21,3;64,2;58,9;5,3;32,9;11,3;5,6;3,1;1,0;1,6;-14,0;2,6;11914,0;30714,8
02001;Abbécourt;196;506,5;18672,8;;;;;;;;;;;;;;;;;;;;;;;
02002;Achery;233;590,0;19515,7;;;;;;;;;;;;;;;;;;;;;;;
02003;Acy;396;1036,0;20505,3;;;;;;;;;;;;;;;;;;;;;;;
02004;Agnicourt-et-Séchelles;78;186,0;17064,8;;;;;;;;;;;;;;;;;;;;;;;
02005;Aguilcourt;146;389,5;21706,0;;;;;;;;;;;;;;;;;;;;;;;
02006;Aisonville-et-Bernoville;113;268,0;20107,7;;;;;;;;;;;;;;;;;;;;;;;
02007;Aizelles;45;117,5;21565,0;;;;;;;;;;;;;;;;;;;;;;;
